user_id,desire_type,budget
636,Station Wagon,46492
637,Sports Car,44094
638,Convertible,48368
639,Coupe,26389
640,Convertible,33641
641,Pickup Truck,31367
642,SUV,42038
643,Crossover,47054
644,Coupe,57493
645,Coupe,56993
646,SUV,39017
647,SUV,42748
648,Coupe,42217
649,Convertible,50801
650,Crossover,41366
651,SUV,45404
652,Convertible,40069
653,Sedan,35221
654,Pickup Truck,48432
655,Station Wagon,43890
656,Sedan,34792
657,Sports Car,46622
658,SUV,53683
659,Sports Car,47183
660,Sedan,44424
661,Hatchback,54592
662,Station Wagon,43088
663,Crossover,61966
664,Crossover,49985
665,Station Wagon,41024
666,Sports Car,56488
667,Hatchback,56077
668,Crossover,34190
669,Hatchback,60409
670,Convertible,34402
671,Coupe,35722
672,Minivan,58897
673,Coupe,35771
674,Hatchback,47127
675,Crossover,38317
676,Minivan,40651
677,Hatchback,44467
678,Minivan,40382
679,Pickup Truck,60830
680,Sports Car,55243
681,SUV,44487
682,Sedan,59068
683,SUV,53957
684,Crossover,35679
685,Station Wagon,36349
686,Crossover,41285
687,Station Wagon,33442
688,Minivan,57014
689,Station Wagon,41128
690,Sports Car,37901
691,Coupe,58761
692,Pickup Truck,41458
693,Hatchback,29710
694,Sports Car,49217
695,Coupe,48870
696,Sports Car,43439
697,Crossover,49706
698,Coupe,41262
699,Pickup Truck,47388
700,SUV,44353
701,Convertible,30728
702,Sedan,34603
703,Coupe,41289
704,Station Wagon,55319
705,Convertible,50661
706,Minivan,43563
707,Sedan,37729
708,Pickup Truck,41907
709,Station Wagon,43517
710,Crossover,54841
711,Hatchback,48858
712,Sports Car,61835
713,Crossover,29868
714,Crossover,59243
715,Minivan,49174
716,SUV,41484
717,Pickup Truck,43257
718,Minivan,29174
719,Minivan,41571
720,Minivan,50870
721,Sedan,54478
722,Crossover,45434
723,Pickup Truck,44694
724,Coupe,52750
725,Sedan,35520
726,Sedan,62576
727,Minivan,45093
728,Sports Car,32481
729,Pickup Truck,47048
730,Sedan,49584
731,Pickup Truck,29666
732,Pickup Truck,25437
733,Hatchback,13775
734,SUV,53100
735,Station Wagon,54175
736,Sedan,50164
737,Crossover,35283
738,Station Wagon,35074
739,Pickup Truck,51026
740,Sedan,33034
741,Station Wagon,35473
742,Pickup Truck,28400
743,Sedan,61877
744,Hatchback,35599
745,SUV,48796
746,Pickup Truck,28449
747,Coupe,63820
748,Hatchback,48177
749,Sedan,38615
750,Sports Car,47796
751,Sedan,53263
752,Station Wagon,27924
753,Convertible,31604
754,Sports Car,55979
755,Minivan,46377
756,Minivan,38335
757,Hatchback,32773
758,Crossover,48617
759,Sports Car,37585
760,Coupe,39454
761,Sedan,36226
762,Hatchback,40887
763,Hatchback,49785
764,Pickup Truck,44655
765,Convertible,62354
766,Convertible,45107
767,SUV,48791
768,SUV,36005
769,SUV,45213
770,Sedan,39827
771,Pickup Truck,43979
772,Convertible,47544
773,Station Wagon,50192
774,Crossover,54333
775,Sedan,54972
776,Crossover,55102
777,Coupe,49438
778,Pickup Truck,48817
779,Hatchback,58042
780,Coupe,50278
781,Minivan,45050
782,Hatchback,37284
783,Pickup Truck,43958
784,Pickup Truck,42045
785,Convertible,57141
786,Hatchback,34510
787,Pickup Truck,53216
788,Crossover,29316
789,Hatchback,43818
790,SUV,46269
791,Minivan,46262
792,Convertible,38235
793,Crossover,46858
794,Convertible,59658
795,Minivan,64013
796,Minivan,53076
797,Hatchback,49371
798,Sedan,43869
799,Crossover,59810
800,Pickup Truck,19170
801,Sedan,49640
802,Hatchback,51680
803,Crossover,54681
804,Sports Car,48159
805,Pickup Truck,41455
806,Pickup Truck,48352
807,Convertible,52169
808,Coupe,41444
809,Hatchback,61768
810,Sedan,44087
811,Pickup Truck,46734
812,Minivan,51924
813,SUV,54619
814,Sedan,50530
815,Sports Car,26711
816,Station Wagon,50440
817,Sports Car,51349
818,Sedan,45280
819,Pickup Truck,26376
820,Station Wagon,57367
821,Crossover,40350
822,Crossover,46158
823,Minivan,46560
824,Pickup Truck,54263
825,Sedan,30140
826,Pickup Truck,23689
827,Pickup Truck,48614
828,Hatchback,37143
829,Station Wagon,35741
830,Sedan,43712
831,SUV,59058
832,Sports Car,49140
833,Sports Car,64215
834,Minivan,34793
835,Crossover,69195
836,SUV,37825
837,Hatchback,57798
838,Sports Car,39503
839,Minivan,45725
840,Hatchback,38378
841,Station Wagon,50422
842,Hatchback,46992
843,Convertible,48275
844,Minivan,28665
845,Hatchback,41754
846,Minivan,49616
847,Sedan,53423
848,SUV,53777
849,Sedan,45960
850,Crossover,68037
851,Convertible,49089
852,Sports Car,35787
853,Minivan,45567
854,Minivan,34695
855,Coupe,38268
856,Station Wagon,47282
857,Convertible,25037
858,Hatchback,55388
859,Minivan,57659
860,Sedan,49685
861,SUV,34097
862,Hatchback,47159
863,Sports Car,39604
864,Minivan,54305
865,Coupe,55268
866,SUV,53934
867,Coupe,60219
868,Sedan,45832
869,Sedan,33646
870,Station Wagon,39682
871,Minivan,43577
872,SUV,38783
873,Sedan,53623
874,Convertible,23304
875,Minivan,57141
876,SUV,52060
877,Convertible,48518
878,Crossover,48453
879,Station Wagon,43008
880,Hatchback,45501
881,Coupe,54729
882,Convertible,49982
883,Station Wagon,49905
884,Sports Car,29941
885,Coupe,37038
886,Coupe,26631
887,Station Wagon,38164
888,Coupe,48370
889,Station Wagon,39069
890,Coupe,43369
891,Hatchback,44519
892,Coupe,41047
893,Pickup Truck,46258
894,Pickup Truck,49347
895,Minivan,51776
896,Convertible,46382
897,Crossover,55043
898,Sedan,48203
899,SUV,33170
900,Convertible,38157
901,Convertible,28215
902,Minivan,42215
903,Station Wagon,60571
904,SUV,56331
905,Minivan,55497
906,Coupe,34143
907,Pickup Truck,43549
908,Sports Car,36019
909,Sports Car,64826
910,Minivan,43741
911,Crossover,39136
912,Station Wagon,33124
913,Sports Car,44952
914,SUV,49840
915,Coupe,40510
916,Hatchback,39134
917,Hatchback,39087
918,Minivan,31740
919,Crossover,51283
920,Station Wagon,42376
921,Minivan,40639
922,Coupe,50701
923,Minivan,40811
924,Sedan,26154
925,Sedan,31329
926,Sedan,27778
927,Coupe,58903
928,Crossover,41661
929,Sports Car,53135
930,Sedan,27298
931,Crossover,53010
932,Convertible,40585
933,Sports Car,44769
934,Pickup Truck,54844
935,Pickup Truck,44905
936,Hatchback,56703
937,Convertible,56060
938,Hatchback,57591
939,SUV,56614
940,Sedan,54308
941,Sports Car,47869
942,SUV,41650
943,Pickup Truck,37499
944,SUV,51382
945,Convertible,66792
946,Station Wagon,45569
947,Coupe,34881
948,Station Wagon,46492
949,Crossover,57499
950,Coupe,50689
951,Convertible,58610
952,Station Wagon,37753
953,Hatchback,38617
954,Minivan,59392
955,SUV,41046
956,Station Wagon,46338
957,Sedan,51674
958,Hatchback,60702
959,Sedan,39717
960,Sports Car,44973
961,SUV,32728
962,Crossover,50976
963,Coupe,45441
964,Crossover,14800
965,SUV,44803
966,Sedan,53243
967,Minivan,50520
968,Pickup Truck,42846
969,Station Wagon,44730
970,Pickup Truck,33832
971,Crossover,61430
972,Sedan,49589
973,Station Wagon,61771
974,Coupe,46737
975,Hatchback,32697
976,SUV,39493
977,SUV,31434
978,Station Wagon,46060
979,Coupe,57091
980,Crossover,29829
981,Sedan,40011
982,Sedan,35985
983,Sedan,47242
984,Convertible,31180
985,Hatchback,34648
986,Crossover,36839
987,Pickup Truck,56958
988,Minivan,51079
989,Sedan,50085
990,Hatchback,41296
991,Coupe,51293
992,Minivan,66581
993,Convertible,33471
994,Station Wagon,70564
995,Station Wagon,48015
996,Hatchback,47206
997,Hatchback,55887
998,Sedan,43467
999,Convertible,34103
1000,Sedan,48100
1001,Coupe,56496
1002,Station Wagon,43412
1003,Sedan,46426
1004,Convertible,58389
1005,Pickup Truck,44590
1006,Coupe,46930
1007,Crossover,34412
1008,Minivan,29583
1009,Crossover,36567
1010,SUV,46445
1011,Sports Car,32988
1012,Sedan,40045
1013,Sports Car,51864
1014,Crossover,31878
1015,Minivan,36177
1016,Convertible,38348
1017,Sedan,43600
1018,Minivan,36441
1019,Convertible,67723
1020,Sedan,54259
1021,Minivan,43822
1022,Sedan,58169
1023,Crossover,59871
1024,SUV,43021
1025,Coupe,45724
1026,Coupe,46297
1027,Crossover,38819
1028,Convertible,34859
1029,Hatchback,54584
1030,Pickup Truck,50278
1031,Sports Car,53696
1032,Minivan,34795
1033,Crossover,41228
1034,Pickup Truck,26841
1035,Pickup Truck,49536
1036,Hatchback,45891
1037,Station Wagon,52307
1038,Pickup Truck,55463
1039,Convertible,38136
1040,Sedan,48847
1041,Crossover,43504
1042,Crossover,54926
1043,Crossover,47373
1044,Convertible,37941
1045,SUV,38314
1046,Minivan,29905
1047,Hatchback,46449
1048,Hatchback,39893
1049,Convertible,59314
1050,Sports Car,45941
1051,Sports Car,51090
1052,Sports Car,44662
1053,SUV,20578
1054,Crossover,46367
1055,Station Wagon,46805
1056,Sedan,31338
1057,SUV,44703
1058,Station Wagon,51847
1059,Sedan,59526
1060,Crossover,48996
1061,Sedan,52258
1062,Crossover,37999
1063,Convertible,16943
1064,Pickup Truck,37825
1065,Coupe,30911
1066,Crossover,45368
1067,Pickup Truck,53017
1068,Coupe,45211
1069,Minivan,39744
1070,Crossover,42240
1071,Convertible,42274
1072,Station Wagon,61050
1073,Sports Car,32352
1074,Sports Car,52530
1075,Minivan,42219
1076,Convertible,47956
1077,Hatchback,39591
1078,Coupe,35334
1079,Crossover,46608
1080,Sports Car,44159
1081,Sedan,47063
1082,Sedan,34217
1083,Minivan,55028
1084,Sports Car,56311
1085,Sedan,32514
1086,Convertible,60089
1087,Hatchback,39851
1088,Pickup Truck,51235
1089,Pickup Truck,54935
1090,Coupe,41908
1091,SUV,42783
1092,Minivan,43295
1093,Convertible,43312
1094,SUV,47679
1095,SUV,63188
1096,Coupe,65913
1097,Pickup Truck,48499
1098,Sedan,30758
1099,Pickup Truck,40080
1100,Convertible,38600
1101,Sedan,53548
1102,Convertible,53462
1103,Coupe,32311
1104,Minivan,34661
1105,Station Wagon,38094
1106,Coupe,60273
1107,Crossover,47327
1108,Hatchback,62200
1109,Sports Car,39344
1110,Sedan,27113
1111,Sedan,61011
1112,Sports Car,48840
1113,Station Wagon,31621
1114,Minivan,65638
1115,Minivan,35068
1116,SUV,60706
1117,Convertible,52555
1118,Convertible,40093
1119,Convertible,49253
1120,Crossover,28880
1121,Sports Car,44148
1122,Hatchback,33382
1123,Sports Car,34053
1124,Crossover,39371
1125,Minivan,54693
1126,Station Wagon,40306
1127,Crossover,52249
1128,Coupe,56690
1129,Sports Car,42826
1130,Sports Car,46884
1131,Convertible,55450
1132,Coupe,36255
1133,Hatchback,26202
1134,Station Wagon,44951
1135,SUV,52793
1136,Hatchback,30624
1137,Minivan,61149
1138,Crossover,40719
1139,Minivan,21352
1140,SUV,46806
1141,Sedan,43062
1142,Sports Car,44807
1143,Minivan,52755
1144,Minivan,44679
1145,SUV,44217
1146,SUV,40039
1147,Sports Car,55426
1148,SUV,63196
1149,Station Wagon,37922
1150,Station Wagon,36628
1151,Station Wagon,51728
1152,Sports Car,49340
1153,Pickup Truck,59614
1154,Sports Car,35936
1155,SUV,60242
1156,Hatchback,56506
1157,SUV,50702
1158,Crossover,34445
1159,Pickup Truck,33357
1160,Station Wagon,54286
1161,SUV,41341
1162,Pickup Truck,39237
1163,SUV,42893
1164,Sedan,36240
1165,Sedan,38559
1166,Crossover,68783
1167,Hatchback,32208
1168,Sports Car,52928
1169,Coupe,35072
1170,Hatchback,28932
1171,Convertible,44782
1172,Minivan,35757
1173,Pickup Truck,54165
1174,Minivan,63344
1175,Station Wagon,46115
1176,Minivan,52006
1177,Coupe,50838
1178,Convertible,60289
1179,SUV,33071
1180,Sports Car,35892
1181,Sports Car,40421
1182,Coupe,46103
1183,Convertible,39797
1184,Crossover,40892
1185,SUV,41614
1186,Minivan,43086
1187,Convertible,42310
1188,SUV,53344
1189,Hatchback,41882
1190,Crossover,61783
1191,Pickup Truck,38839
1192,Convertible,24617
1193,Crossover,44110
1194,Sedan,39578
1195,Coupe,63212
1196,Pickup Truck,40298
1197,Sedan,38717
1198,Minivan,61629
1199,Crossover,39306
1200,Sports Car,50004
1201,Pickup Truck,38139
1202,Minivan,33575
1203,Pickup Truck,46612
1204,Crossover,41542
1205,Sedan,41856
1206,Pickup Truck,40978
1207,Sports Car,40722
1208,Coupe,31739
1209,Sports Car,43694
1210,Pickup Truck,37885
1211,Station Wagon,43410
1212,Minivan,49305
1213,Crossover,52022
1214,SUV,50827
1215,Sedan,43657
1216,Coupe,49088
1217,Pickup Truck,47153
1218,Hatchback,42767
1219,Pickup Truck,53897
1220,Convertible,33515
1221,Sports Car,73127
1222,SUV,46959
1223,Pickup Truck,34475
1224,Hatchback,43958
1225,Convertible,41283
1226,Sports Car,50422
1227,Convertible,41083
1228,Hatchback,33628
1229,Crossover,54435
1230,Coupe,46057
1231,Sedan,58197
1232,Minivan,55985
1233,Crossover,64861
1234,Minivan,63839
1235,Coupe,42566
1236,SUV,50941
1237,Hatchback,48957
1238,Coupe,55225
1239,Pickup Truck,43326
1240,Coupe,45646
1241,Station Wagon,34850
1242,Crossover,39907
1243,SUV,25002
1244,Crossover,51820
1245,Sports Car,51868
1246,Pickup Truck,49373
1247,Minivan,56396
1248,Hatchback,43066
1249,Convertible,59285
1250,Crossover,67072
1251,Hatchback,40756
1252,Convertible,51856
1253,Coupe,55891
1254,Pickup Truck,40238
1255,Minivan,45684
1256,Pickup Truck,51511
1257,Coupe,62242
1258,Coupe,55303
1259,Pickup Truck,57206
1260,Hatchback,55324
1261,Pickup Truck,29927
1262,Sports Car,47307
1263,Station Wagon,51381
1264,Station Wagon,37617
1265,Hatchback,60397
1266,Hatchback,45036
1267,Sedan,57566
1268,Sedan,50612
1269,Minivan,46187
1270,Coupe,62930
1271,Pickup Truck,35442
1272,Hatchback,50141
1273,Crossover,33460
1274,Crossover,57119
1275,Station Wagon,32394
1276,Crossover,38182
1277,Hatchback,36320
1278,Crossover,44156
1279,Coupe,41846
1280,SUV,53111
1281,Pickup Truck,40876
1282,Coupe,62003
1283,Coupe,36034
1284,Minivan,43652
1285,Hatchback,46312
1286,Crossover,41250
1287,Hatchback,54137
1288,Sedan,58017
1289,Pickup Truck,36584
1290,Minivan,50323
1291,Crossover,46341
1292,Minivan,41484
1293,SUV,49422
1294,Convertible,63152
1295,Coupe,37249
1296,Pickup Truck,43022
1297,Coupe,44921
1298,Minivan,46687
1299,Hatchback,65107
1300,Crossover,37972
1301,Sedan,73432
1302,Coupe,66754
1303,Station Wagon,49702
1304,Crossover,47515
1305,Station Wagon,64869
1306,Coupe,45799
1307,SUV,48643
1308,Coupe,40760
1309,Convertible,53778
1310,Minivan,56476
1311,Sedan,48793
1312,Convertible,50690
1313,Convertible,46446
1314,SUV,53522
1315,Minivan,52639
1316,Sedan,49241
1317,Crossover,57422
1318,Minivan,45786
1319,Sedan,35147
1320,Station Wagon,52253
1321,Pickup Truck,47944
1322,Station Wagon,44886
1323,Convertible,55880
1324,Pickup Truck,57157
1325,SUV,41534
1326,Hatchback,34459
1327,Convertible,45100
1328,Station Wagon,48555
1329,Hatchback,50668
1330,Pickup Truck,29834
1331,Station Wagon,60639
1332,SUV,40408
1333,Sedan,39723
1334,Coupe,27670
1335,Sports Car,52676
1336,Hatchback,58338
1337,Hatchback,46677
1338,Convertible,49089
1339,Hatchback,57437
1340,Sedan,47403
1341,Crossover,45436
1342,Station Wagon,19611
1343,Station Wagon,38169
1344,Pickup Truck,50965
1345,Crossover,42738
1346,Minivan,36175
1347,Sports Car,53595
1348,Sedan,27827
1349,Crossover,48366
1350,Sports Car,49364
1351,Convertible,34992
1352,Station Wagon,43366
1353,Crossover,63589
1354,Convertible,54749
1355,Sports Car,61412
1356,Sports Car,45116
1357,Hatchback,42516
1358,Sports Car,47778
1359,Minivan,55129
1360,Hatchback,40512
1361,Crossover,44901
1362,SUV,54561
1363,Crossover,49575
1364,Station Wagon,47175
1365,Crossover,42134
1366,Hatchback,34663
1367,Hatchback,56906
1368,Coupe,29101
1369,Hatchback,40148
1370,Sedan,36784
1371,Coupe,50937
1372,Sedan,49544
1373,Station Wagon,54305
1374,Sedan,54179
1375,Hatchback,45354
1376,Sedan,52033
1377,Crossover,54275
1378,Sedan,41801
1379,Coupe,26515
1380,Crossover,47464
1381,Sports Car,36701
1382,Station Wagon,37545
1383,Sports Car,44050
1384,Sedan,34365
1385,Sedan,45444
1386,Coupe,42824
1387,Sports Car,48303
1388,Minivan,47827
1389,SUV,23945
1390,Sedan,29607
1391,Sedan,46915
1392,Sedan,33473
1393,Coupe,43811
1394,Convertible,44308
1395,SUV,56556
1396,Station Wagon,28803
1397,Sports Car,48210
1398,Station Wagon,63493
1399,Pickup Truck,37142
1400,SUV,57305
1401,Minivan,42554
1402,Crossover,36244
1403,Crossover,33249
1404,Convertible,32881
1405,Minivan,51360
1406,SUV,42831
1407,Sports Car,51371
1408,Convertible,32912
1409,Convertible,46006
1410,Sports Car,57859
1411,SUV,41760
1412,Minivan,39927
1413,Sports Car,47920
1414,Sedan,36488
1415,Hatchback,28730
1416,Convertible,36072
1417,Minivan,38458
1418,Pickup Truck,48920
1419,Sports Car,30494
1420,Sedan,53116
1421,Convertible,37227
1422,Coupe,33095
1423,Crossover,53471
1424,Crossover,60715
1425,Sedan,39914
1426,Crossover,44191
1427,Sports Car,52884
1428,Hatchback,60113
1429,Hatchback,38803
1430,Hatchback,24099
1431,Sports Car,46206
1432,Minivan,60191
1433,Sports Car,59242
1434,Sedan,56899
1435,Hatchback,38459
1436,Minivan,52435
1437,Coupe,39450
1438,Minivan,32135
1439,Station Wagon,70017
1440,Coupe,50855
1441,SUV,42710
1442,Minivan,45563
1443,Minivan,42392
1444,Hatchback,48857
1445,Hatchback,54514
1446,Sedan,55968
1447,Station Wagon,42633
1448,Coupe,56166
1449,Station Wagon,55420
1450,Pickup Truck,45683
1451,SUV,36170
1452,SUV,51457
1453,Coupe,48146
1454,Sports Car,38945
1455,Station Wagon,54250
1456,Station Wagon,51954
1457,Sports Car,34396
1458,Station Wagon,71747
1459,Convertible,44356
1460,Sports Car,30254
1461,Station Wagon,60706
1462,Minivan,42161
1463,Sports Car,42541
1464,Crossover,65515
1465,Station Wagon,44123
1466,SUV,34433
1467,Crossover,48601
1468,Hatchback,31019
1469,Sedan,55734
1470,Coupe,38715
1471,Sedan,42518
1472,Pickup Truck,47762
1473,Sports Car,44200
1474,Convertible,37075
1475,Hatchback,42456
