28,Chevrolet,Enjoy TCDi LTZ 7 Seater,2013,390000,20625.0,sold,Diesel,Manual,25.7,N/A
29,Jaguar,XF 2.2 Litre Luxury,2014,1964999,17500.0,sold,Diesel,Automatic,24.8,N/A
30,Mercedes-Benz,New C-Class 220 CDI AT,2013,1425000,36875.0,sold,Diesel,Automatic,31.4,N/A
31,Maruti,Vitara Brezza ZDi Plus AMT,2018,975000,2812.5,sold,Diesel,Automatic,20.3,N/A
32,Audi,Q5 2.0 TDI,2011,1190000,109937.5,in stock,Diesel,Automatic,19.4,N/A
33,Honda,City V MT,2018,930000,9062.5,sold,Petrol,Manual,27.5,N/A
34,Tata,Tigor 1.2 Revotron XT,2018,525000,9375.0,sold,Petrol,Manual,32.9,N/A
35,Audi,A6 2.0 TDI  Design Edition,2013,1735000,31250.0,sold,Diesel,Automatic,29.4,N/A
36,Mercedes-Benz,New C-Class C 220 CDI Avantgarde,2012,1375000,21125.0,sold,Diesel,Automatic,24.9,N/A
37,Skoda,Superb Ambition 2.0 TDI CR AT,2011,450000,81500.0,in stock,Diesel,Automatic,30.2,N/A
38,Toyota,Corolla Altis G AT,2016,900000,31250.0,sold,Petrol,Automatic,22.5,N/A
39,Toyota,Innova 2.5 G (Diesel) 7 Seater,2015,1300000,50000.0,sold,Diesel,Manual,35.0,N/A
40,Jeep,Compass 1.4 Sport Plus BSIV,2019,1400000,6250.0,sold,Petrol,Manual,28.6,N/A
41,Mercedes-Benz,E-Class E 200 CGI Elegance,2010,850000,74375.0,sold,Petrol,Automatic,29.3,N/A
42,Hyundai,i10 Magna 1.1L,2014,229999,37500.0,sold,Petrol,Manual,23.9,N/A
43,BMW,3 Series 320d Sport Line,2013,1550000,47375.0,in stock,Diesel,Automatic,26.0,N/A
44,Audi,Q7 35 TDI Quattro Premium,2009,1250000,48750.0,sold,Diesel,Automatic,22.0,N/A
45,Hyundai,Elantra CRDi S,2012,625000,25000.0,sold,Diesel,Manual,15.0,N/A
46,Mahindra,Scorpio 1.99 S10,2014,1050000,31250.0,in stock,Diesel,Manual,16.6,N/A
47,Honda,City i DTEC V,2014,560000,46250.0,in stock,Diesel,Manual,18.3,N/A
48,Maruti,Wagon R VXI BS IV with ABS,2014,290000,40000.0,in stock,Petrol,Manual,17.0,N/A
49,Maruti,Wagon R VXI BS IV,2012,275000,37500.0,sold,Petrol,Manual,27.1,N/A
50,Mahindra,Scorpio LX,2009,411000,75000.0,sold,Diesel,Manual,16.6,N/A
51,Hyundai,Santro Xing GLS,2009,150000,49375.0,sold,Petrol,Manual,17.9,N/A
52,Hyundai,Grand i10 1.2 Kappa Asta,2019,500000,9375.0,sold,Petrol,Manual,28.6,N/A
53,Maruti,Alto LXi,2006,100000,50000.0,in stock,Petrol,Manual,24.4,N/A
54,Maruti,Swift Dzire VDI Optional,2017,725000,11562.5,sold,Diesel,Manual,19.6,N/A
55,Maruti,Eeco 5 Seater AC BSIV,2018,401000,6375.0,sold,Petrol,Manual,26.4,N/A
56,Hyundai,i20 Sportz 1.4 CRDi,2018,750000,18125.0,sold,Diesel,Manual,28.4,N/A
57,Maruti,Omni Maruti Omni MPI STD BSIII 5-STR W/ IMMOBILISER,2018,310000,17500.0,sold,Petrol,Manual,21.6,N/A
58,Maruti,Swift ZDi BSIV,2016,665000,28750.0,sold,Diesel,Manual,18.0,N/A
59,Hyundai,i20 2015-2017 Sportz Option 1.4 CRDi,2014,465000,43750.0,in stock,Diesel,Manual,24.0,N/A
60,Maruti,Alto LXi,2012,160000,37500.0,sold,Petrol,Manual,25.7,N/A
61,Mahindra,Jeep CL 500 MDI,1996,250000,21875.0,sold,Diesel,Manual,20.3,N/A
62,Honda,City i DTEC VX,2014,675000,56250.0,sold,Diesel,Manual,24.9,N/A
63,Maruti,Wagon R VXI BS IV,2013,300000,50000.0,sold,Petrol,Manual,34.8,N/A
64,Tata,Indica DLS,2005,70000,50000.0,in stock,Diesel,Manual,28.4,N/A
65,Hyundai,EON Magna Plus,2014,240000,45812.5,in stock,Petrol,Manual,25.8,N/A
66,Toyota,Etios GD,2014,525000,57500.0,sold,Diesel,Manual,23.1,N/A
67,Maruti,Alto LXi,2009,151000,41727.5,sold,Petrol,Manual,28.5,N/A
68,Maruti,Alto LXi,2009,140000,62500.0,sold,Petrol,Manual,26.0,N/A
69,Chevrolet,Tavera Neo LS B3 - 7(C) seats BSIII,2010,280000,218750.0,sold,Diesel,Manual,25.3,N/A
70,Toyota,Corolla Altis Diesel D4DG,2011,350000,143750.0,in stock,Diesel,Manual,30.1,N/A
71,Mahindra,Scorpio 1.99 S6 Plus,2017,570000,37500.0,sold,Diesel,Manual,27.8,N/A
72,Hyundai,EON Magna Plus,2018,300000,19375.0,sold,Petrol,Manual,24.5,N/A
73,Tata,Indigo Classic Dicor,2007,100000,24375.0,sold,Diesel,Manual,22.6,N/A
74,Toyota,Innova 2.5 V Diesel 8-seater,2009,500000,75000.0,sold,Diesel,Manual,28.8,N/A
75,Tata,Indica Vista Quadrajet LS,2014,125000,103750.0,sold,Diesel,Manual,22.4,N/A
76,Maruti,Swift 1.3 VXi,2006,130000,68750.0,sold,Petrol,Manual,25.9,N/A
77,Ford,EcoSport 1.5 Diesel Titanium BSIV,2017,925000,21875.0,sold,Diesel,Manual,18.0,N/A
78,Maruti,Ciaz 1.3 Delta,2018,750000,37500.0,sold,Diesel,Manual,24.1,N/A
79,Honda,Civic 1.8 V AT,2007,200000,33750.0,in stock,Petrol,Automatic,20.8,N/A
80,Hyundai,i10 Sportz 1.2,2010,248000,39375.0,sold,Petrol,Manual,25.2,N/A
81,Skoda,Rapid 1.5 TDI Elegance,2014,450000,75000.0,in stock,Diesel,Manual,29.5,N/A
82,Hyundai,Getz GLS,2005,80000,75000.0,sold,Petrol,Manual,23.0,N/A
83,Nissan,Terrano XL,2014,650000,47500.0,in stock,Petrol,Manual,27.4,N/A
84,Hyundai,Grand i10 CRDi Sportz,2015,450000,50000.0,sold,Diesel,Manual,19.7,N/A
85,Hyundai,Elite i20 Diesel Era,2019,650000,15625.0,sold,Diesel,Manual,23.2,N/A
86,Honda,Amaze S i-VTEC,2016,495000,7473.75,sold,Petrol,Manual,20.2,N/A
87,Honda,Brio S MT,2015,371000,12500.0,sold,Petrol,Manual,25.8,N/A
88,Hyundai,Creta 1.6 SX Option,2017,1025000,5625.0,sold,Petrol,Manual,20.1,N/A
89,Mercedes-Benz,S-Class S 350d Connoisseurs Edition,2017,8150000,4062.5,sold,Diesel,Automatic,29.9,N/A
90,Mahindra,XUV500 W8 2WD,2015,750000,43750.0,in stock,Diesel,Manual,22.2,N/A
91,Renault,Duster 85PS Diesel RxL Optional,2013,600000,75000.0,sold,Diesel,Manual,16.5,N/A
92,Hyundai,Santro Xing XO,2007,80000,36250.0,sold,Petrol,Manual,29.1,N/A
93,Mahindra,Bolero 2011-2019 SLE,2013,325000,38875.0,in stock,Diesel,Manual,24.5,N/A
94,Audi,A6 2.0 TDI Premium Plus,2014,1470000,21250.0,in stock,Diesel,Automatic,14.7,N/A
95,Fiat,Avventura MULTIJET Emotion,2015,350000,33125.0,sold,Diesel,Manual,31.0,N/A
96,Audi,A8 4.2 TDI,2013,2800000,30625.0,in stock,Diesel,Automatic,19.7,N/A
97,Datsun,RediGO 1.0 S,2017,210000,9375.0,sold,Petrol,Manual,27.9,N/A
98,Volkswagen,Jetta 1.4 TSI Comfortline,2013,450000,31250.0,sold,Petrol,Manual,27.6,N/A
99,Audi,A4 2.0 TDI 177 Bhp Premium Plus,2013,1150000,33125.0,sold,Diesel,Automatic,31.2,N/A
100,Honda,Civic 1.8 V AT,2009,210000,39687.5,in stock,Petrol,Automatic,20.4,N/A
101,Mercedes-Benz,E-Class Exclusive E 200 BSIV,2018,4500000,6125.0,in stock,Petrol,Automatic,35.3,N/A
102,BMW,X1 sDrive 20d xLine,2017,2750000,8125.0,sold,Diesel,Automatic,14.8,N/A
103,Volvo,V40 D3 R Design,2018,1975000,13125.0,in stock,Diesel,Automatic,26.0,N/A
104,Maruti,SX4 Zxi BSIII,2008,175000,18233.125,in stock,Petrol,Manual,22.0,N/A
105,BMW,7 Series 730Ld,2012,2500000,30000.0,in stock,Diesel,Automatic,27.0,N/A
106,Mahindra,Bolero Power Plus SLX,2017,628000,75000.0,sold,Diesel,Manual,20.8,N/A
107,Hyundai,Sonata CRDi M/T,2010,600000,62500.0,in stock,Diesel,Manual,28.2,N/A
108,Nissan,Micra Active XV Petrol,2017,399000,18750.0,in stock,Petrol,Manual,25.2,N/A
109,Mahindra,Xylo D4,2018,750000,54375.0,sold,Diesel,Manual,25.2,N/A
110,Hyundai,Elite i20 Sportz Plus Dual Tone BSIV,2019,750000,9375.0,sold,Petrol,Manual,22.9,N/A
111,Renault,KWID RXT,2017,315000,10000.0,sold,Petrol,Manual,22.1,N/A
112,Mahindra,Xylo E4 BS III,2012,600000,37500.0,sold,Diesel,Manual,33.9,N/A
113,Maruti,Wagon R LXI Minor,2010,100000,37500.0,sold,Petrol,Manual,22.9,N/A
114,Maruti,SX4 ZXI MT BSIV,2011,250000,68750.0,in stock,Petrol,Manual,17.8,N/A
115,Renault,KWID RXT,2017,350000,15625.0,sold,Petrol,Manual,28.0,N/A
116,Hyundai,Creta 1.4 CRDi S,2016,780000,37500.0,in stock,Diesel,Manual,21.5,N/A
117,Maruti,Swift Dzire VDI,2014,434000,49593.75,in stock,Diesel,Manual,18.6,N/A
118,Hyundai,Verna 1.6 VTVT AT S Option,2016,690000,50000.0,sold,Petrol,Automatic,21.2,N/A
119,Mahindra,Scorpio LX BSIV,2014,555000,56250.0,in stock,Diesel,Manual,25.3,N/A
120,Maruti,SX4 Vxi BSIII,2007,120000,56250.0,sold,Petrol,Manual,22.5,N/A
121,Maruti,Ertiga VDI,2014,500000,75000.0,in stock,Diesel,Manual,19.5,N/A
122,Chevrolet,Beat Diesel,2013,165000,37500.0,sold,Diesel,Manual,24.0,N/A
123,Maruti,Zen LX,2004,95000,31250.0,sold,Petrol,Manual,22.6,N/A
124,Maruti,Baleno Delta 1.2,2018,550000,12500.0,sold,Petrol,Manual,26.9,N/A
125,Maruti,Swift Vdi BSIII,2007,100000,68750.0,sold,Diesel,Manual,26.5,N/A
126,Tata,Nano Lx BSIV,2012,100000,31250.0,sold,Petrol,Manual,24.8,N/A
127,Toyota,Innova 2.5 GX (Diesel) 8 Seater,2012,500000,62500.0,sold,Diesel,Manual,27.8,N/A
128,Maruti,Ertiga SHVS VDI,2016,800000,43750.0,in stock,Diesel,Manual,15.5,N/A
129,Hyundai,Creta 1.6 CRDi SX,2016,840000,43750.0,sold,Diesel,Manual,24.8,N/A
130,Honda,Amaze S i-Vtech,2016,490000,31250.0,sold,Petrol,Manual,20.7,N/A
131,Tata,Indica Vista Aqua 1.4 TDI,2010,125000,50625.0,sold,Diesel,Manual,31.1,N/A
132,Chevrolet,Tavera Neo 2 LS B4 7 Str BSIII,2012,400000,75000.0,sold,Diesel,Manual,29.2,N/A
133,Chevrolet,Cruze LTZ,2015,1000000,2250.0,sold,Diesel,Manual,25.5,N/A
134,Ford,Figo Aspire 1.2 Ti-VCT Titanium Plus,2015,530000,8920.0,sold,Petrol,Manual,26.3,N/A
135,Ford,EcoSport 1.5 Diesel Titanium Plus BSIV,2017,840000,30758.125,sold,Diesel,Manual,30.3,N/A
136,Hyundai,i10 Sportz 1.1L,2015,229999,25000.0,sold,Petrol,Manual,21.5,N/A
137,Maruti,800 Std,1998,40000,25000.0,sold,Petrol,Manual,30.7,N/A
138,Chevrolet,Spark 1.0 LS,2012,130000,50000.0,sold,Petrol,Manual,34.7,N/A
139,Hyundai,EON Era Plus,2015,200000,43750.0,sold,Petrol,Manual,35.4,N/A
140,Tata,Indica Vista Aqua TDI BSIII,2011,120000,43750.0,sold,Diesel,Manual,33.0,N/A
141,Hyundai,Santro LP zipPlus,2003,75000,35625.0,sold,Petrol,Manual,23.9,N/A
142,Tata,Bolt Quadrajet XE,2016,250000,75000.0,sold,Diesel,Manual,19.8,N/A
143,Maruti,800 AC BSIII,2005,100000,18750.0,sold,Petrol,Manual,25.9,N/A
144,Hyundai,EON Era Plus,2013,280000,2025.0,sold,Petrol,Manual,29.2,N/A
145,Hyundai,i20 Magna 1.2,2015,540000,3125.0,in stock,Petrol,Manual,19.1,N/A
146,Hyundai,i20 1.2 Asta,2018,700000,6250.0,sold,Petrol,Manual,14.8,N/A
147,Maruti,Ciaz VDi Plus,2015,525000,62500.0,in stock,Diesel,Manual,14.7,N/A
148,Hyundai,i20 Asta 1.4 CRDi,2016,430000,50000.0,sold,Diesel,Manual,23.0,N/A
149,Hyundai,Santro LE,2002,65000,43750.0,sold,Petrol,Manual,31.0,N/A
150,Maruti,Vitara Brezza VDi,2018,800000,21875.0,sold,Diesel,Manual,30.5,N/A
151,Hyundai,Santro Xing XL eRLX Euro III,2007,75000,71250.0,sold,Petrol,Manual,23.2,N/A
152,Hyundai,Getz 1.3 GLS,2008,210000,33607.5,sold,Petrol,Manual,23.2,N/A
153,Mahindra,Quanto C8,2012,195000,87500.0,in stock,Diesel,Manual,22.6,N/A
154,Chevrolet,Tavera Neo 3 LS 7 C BSIII,2015,400000,75000.0,sold,Diesel,Manual,20.2,N/A
155,Hyundai,EON Magna Plus,2012,170000,37500.0,sold,Petrol,Manual,26.8,N/A
156,Renault,KWID RXT,2016,225000,15625.0,sold,Petrol,Manual,22.6,N/A
157,Maruti,Wagon R DUO LPG,2014,210000,56250.0,sold,LPG,Manual,24.9,N/A
158,Maruti,Wagon R LXI,2020,240000,75000.0,sold,Petrol,Manual,23.9,N/A
159,Chevrolet,Enjoy 1.3 TCDi LS 8,2015,300000,109375.0,sold,Diesel,Manual,30.1,N/A
160,Chevrolet,Spark 1.0 LS,2011,99000,62500.0,sold,Petrol,Manual,28.0,N/A
161,Honda,City i VTEC SV,2014,620000,22500.0,sold,Petrol,Manual,21.8,N/A
162,Honda,Amaze VX i-DTEC,2013,500000,18750.0,sold,Diesel,Manual,19.3,N/A
163,Jaguar,XJ 5.0 L V8 Supercharged,2010,2550000,25000.0,in stock,Petrol,Automatic,22.6,N/A
164,Honda,Brio E MT,2013,260000,43750.0,in stock,Petrol,Manual,18.1,N/A
165,Maruti,Swift VVT ZXI,2017,550000,37500.0,sold,Petrol,Manual,17.2,N/A
166,Tata,Indigo CR4,2011,150000,97187.5,sold,Diesel,Manual,32.6,N/A
167,Hyundai,i10 Asta AT,2011,350000,31250.0,sold,Petrol,Automatic,32.4,N/A
168,Chevrolet,Beat LT,2016,320000,25000.0,in stock,Petrol,Manual,24.4,N/A
169,Maruti,Swift VDI BSIV,2015,400000,62500.0,in stock,Diesel,Manual,24.5,N/A
170,Maruti,Alto LXi,2012,175000,50000.0,sold,Petrol,Manual,27.4,N/A
171,Chevrolet,Beat LT,2011,120000,56250.0,sold,Petrol,Manual,24.4,N/A
172,Renault,Duster 110PS Diesel RxZ,2013,320000,56250.0,sold,Diesel,Manual,24.6,N/A
173,Hyundai,Santro Xing XG,2006,70000,68750.0,sold,Petrol,Manual,17.2,N/A
174,Maruti,Swift Dzire ZXI Plus,2019,810000,9375.0,sold,Petrol,Manual,23.0,N/A
175,Maruti,800 AC,2007,95000,62500.0,sold,Petrol,Manual,21.6,N/A
176,Maruti,Alto K10 LXI CNG,2020,282000,25000.0,in stock,CNG,Manual,27.8,N/A
177,Maruti,800 Std BSII,2004,80000,37500.0,in stock,Petrol,Manual,17.7,N/A
178,Tata,Nano LX SE,2013,72000,15625.0,in stock,Petrol,Manual,15.6,N/A
179,Hyundai,i20 Magna 1.2,2016,600000,15625.0,sold,Petrol,Manual,18.5,N/A
180,Skoda,Rapid 1.6 MPI Ambition With Alloy Wheel,2015,640000,14375.0,sold,Petrol,Manual,28.9,N/A
181,Maruti,Alto K10 VXI,2018,380000,13846.875,sold,Petrol,Manual,21.4,N/A
182,Maruti,Ciaz 1.4 Delta,2018,650000,43750.0,sold,Petrol,Manual,22.2,N/A
183,Maruti,Alto LX,2009,150000,37500.0,in stock,Petrol,Manual,25.6,N/A
184,Hyundai,i20 Asta,2009,280000,68750.0,sold,Petrol,Manual,17.3,N/A
185,Tata,Nexon 1.2 Revotron XM,2018,430000,18750.0,in stock,Petrol,Manual,22.1,N/A
186,Mahindra,Bolero Power Plus SLX,2019,800000,9375.0,sold,Diesel,Manual,23.0,N/A
187,Maruti,Zen D,2003,75000,62500.0,in stock,Diesel,Manual,22.5,N/A
188,Volkswagen,Vento Celeste 1.5 TDI Highline AT,2016,650000,43750.0,in stock,Diesel,Automatic,22.0,N/A
189,Maruti,Eeco 7 Seater Standard BSIV,2017,390000,15000.0,sold,Petrol,Manual,28.3,N/A
190,Honda,City 1.5 EXI,2005,100000,75000.0,sold,Petrol,Manual,20.3,N/A
191,Mercedes-Benz,New C-Class 220 CDI AT,2013,1500000,21875.0,in stock,Diesel,Automatic,24.3,N/A
192,Maruti,SX4 Zxi with Leather BSIII,2007,175000,48987.5,sold,Petrol,Manual,23.1,N/A
193,Renault,Duster 110PS Diesel RxZ,2012,434999,68750.0,sold,Diesel,Manual,24.1,N/A
194,Ford,Figo Diesel Titanium,2010,170000,56250.0,in stock,Diesel,Manual,30.4,N/A
195,Ford,Figo Diesel Titanium,2011,190000,56250.0,sold,Diesel,Manual,30.7,N/A
196,Maruti,Swift Dzire VDi,2009,250000,93750.0,sold,Diesel,Manual,23.3,N/A
197,Mahindra,Xylo E4,2009,229999,143750.0,in stock,Diesel,Manual,29.8,N/A
198,Maruti,Esteem Vxi - BSIII,2006,140000,43750.0,sold,Petrol,Manual,19.9,N/A
199,Maruti,Swift VDI BSIV,2017,600000,50226.25,in stock,Diesel,Manual,21.2,N/A
200,Hyundai,i20 1.2 Sportz,2012,280000,68750.0,sold,Petrol,Manual,32.1,N/A
201,Chevrolet,Beat Diesel LT,2012,150000,37500.0,in stock,Diesel,Manual,25.3,N/A
202,Chevrolet,Cruze LTZ AT,2015,650000,31250.0,sold,Diesel,Automatic,28.3,N/A
203,Nissan,Micra XL,2014,210000,25000.0,in stock,Petrol,Manual,21.3,N/A
204,BMW,5 Series 520d Luxury Line,2017,2900000,25000.0,sold,Diesel,Automatic,27.5,N/A
205,Chevrolet,Enjoy 1.3 TCDi LS 8,2013,425000,12500.0,sold,Diesel,Manual,21.4,N/A
206,Hyundai,EON Era Plus Option,2014,265000,34375.0,sold,Petrol,Manual,24.2,N/A
207,Fiat,Linea T Jet Emotion,2018,890000,710.0,sold,Petrol,Manual,24.0,N/A
208,Renault,Scala RxL,2013,365000,34375.0,sold,Petrol,Manual,34.4,N/A
209,Ford,Figo Petrol Titanium,2014,350000,26875.0,in stock,Petrol,Manual,24.3,N/A
210,Maruti,Ciaz ZDi SHVS,2016,685000,37500.0,sold,Diesel,Manual,19.7,N/A
211,Skoda,Rapid 1.5 TDI Ambition BSIV,2018,940000,1656.25,sold,Diesel,Manual,32.0,N/A
212,Mahindra,XUV500 W6 2WD,2017,1000000,25000.0,sold,Diesel,Manual,22.4,N/A
213,Mahindra,XUV300 W8 Option,2019,1150000,9375.0,sold,Petrol,Manual,26.5,N/A
214,Maruti,Ertiga SHVS ZDI,2016,450000,72476.25,sold,Diesel,Manual,31.5,N/A
215,Nissan,Terrano XE D,2015,590000,40625.0,sold,Diesel,Manual,22.9,N/A
216,Maruti,S-Cross Facelift,2017,800000,25000.0,sold,Diesel,Manual,21.2,N/A
217,Hyundai,i20 Magna 1.4 CRDi (Diesel),2012,385000,36250.0,in stock,Diesel,Manual,27.6,N/A
218,Mercedes-Benz,New C-Class C 220 CDI BE Avantgare,2013,2000000,9375.0,sold,Diesel,Automatic,29.4,N/A
219,Hyundai,EON Era Plus,2012,235000,33750.0,sold,Petrol,Manual,24.9,N/A
220,Volkswagen,Ameo 1.5 TDI Highline,2017,640000,35000.0,sold,Diesel,Manual,23.3,N/A
221,Maruti,Alto LX,2006,52000,75000.0,sold,Petrol,Manual,24.4,N/A
222,Maruti,Omni LPG CARGO BSIII W IMMOBILISER,2009,80000,56250.0,sold,LPG,Manual,26.6,N/A
223,Maruti,Alto LX,2012,140000,43750.0,sold,Petrol,Manual,25.3,N/A
224,Hyundai,Verna i (Petrol),2008,120000,56250.0,sold,Petrol,Manual,31.5,N/A
225,Mahindra,Renault Logan 1.5 DLS,2008,89999,133125.0,sold,Diesel,Manual,21.5,N/A
226,Chevrolet,Optra Magnum 2.0 LS BSIII,2012,180000,75000.0,sold,Diesel,Manual,27.3,N/A
227,Mahindra,Scorpio S11 BSIV,2017,1500000,12500.0,sold,Diesel,Manual,24.7,N/A
228,Hyundai,i20 Active 1.2 SX,2017,700000,6250.0,in stock,Petrol,Manual,29.9,N/A
229,Maruti,SX4 Celebration Diesel,2012,285000,50000.0,sold,Diesel,Manual,20.5,N/A
230,Hyundai,Grand i10 Magna,2015,390000,56250.0,in stock,Petrol,Manual,20.5,N/A
231,Maruti,Alto LXi BSIII,2008,125000,50000.0,sold,Petrol,Manual,20.7,N/A
232,Maruti,SX4 Zxi with Leather BSIII,2008,225000,37500.0,in stock,Petrol,Manual,35.0,N/A
233,Hyundai,i10 Era,2011,175000,86875.0,in stock,Petrol,Manual,25.7,N/A
234,Toyota,Innova 2.5 V Diesel 7-seater,2011,1075000,100000.0,sold,Diesel,Manual,24.9,N/A
235,Honda,Mobilio V i DTEC,2014,300000,93750.0,sold,Diesel,Manual,24.6,N/A
236,Toyota,Innova 2.5 G (Diesel) 7 Seater BS IV,2010,700000,101875.0,sold,Diesel,Manual,29.3,N/A
237,Tata,Indica V2 2001-2011 DLS BSIII,2009,90000,75000.0,sold,Diesel,Manual,23.8,N/A
238,Tata,Indica Vista TDI LS,2011,120000,75000.0,sold,Diesel,Manual,27.2,N/A
239,Chevrolet,Beat Diesel LS,2012,220000,62500.0,sold,Diesel,Manual,30.3,N/A
240,Tata,Zest Quadrajet 1.3 75PS XE,2015,300000,87500.0,sold,Diesel,Manual,18.4,N/A
241,Skoda,Fabia 1.2L Diesel Ambiente,2010,180000,54375.0,sold,Diesel,Manual,28.4,N/A
242,Maruti,800 Std,2013,170000,43750.0,sold,Petrol,Manual,23.8,N/A
243,Ford,Figo Petrol Titanium,2015,300000,31250.0,in stock,Petrol,Manual,26.6,N/A
244,Toyota,Innova 2.5 VX (Diesel) 8 Seater,2014,1050000,43750.0,sold,Diesel,Manual,34.9,N/A
245,Honda,Mobilio V i DTEC,2014,300000,93750.0,sold,Diesel,Manual,18.9,N/A
246,Hyundai,Grand i10 1.2 CRDi Asta,2018,465000,15625.0,sold,Diesel,Manual,22.4,N/A
247,Chevrolet,Beat Diesel LT,2011,130000,50000.0,sold,Diesel,Manual,29.3,N/A
248,Datsun,GO Plus T Option Petrol,2018,434999,6250.0,in stock,Petrol,Manual,22.4,N/A
249,Hyundai,Grand i10 1.2 Kappa Asta,2018,500000,20000.0,in stock,Petrol,Manual,24.1,N/A
250,Maruti,Omni MPI STD BSIV,2018,200000,6250.0,sold,Petrol,Manual,26.7,N/A
251,Maruti,Baleno Alpha 1.2,2017,625000,32500.0,sold,Petrol,Manual,23.0,N/A
252,Ford,Fiesta Classic 1.4 SXI Duratorq,2006,110000,75000.0,sold,Diesel,Manual,35.0,N/A
253,Hyundai,Elite i20 Asta Option BSIV,2019,800000,7025.0,in stock,Petrol,Manual,19.3,N/A
254,Hyundai,Grand i10 CRDi Magna,2017,490000,41250.0,sold,Diesel,Manual,27.3,N/A
255,Maruti,Ertiga SHVS ZDI,2017,880000,40000.0,sold,Diesel,Manual,24.4,N/A
256,Hyundai,Santro Xing GL Plus,2013,290000,30625.0,in stock,Petrol,Manual,26.6,N/A
257,Tata,Sumo GX TC 7 Str BSIII,2006,115999,62500.0,sold,Diesel,Manual,25.2,N/A
258,Renault,KWID RXT,2018,360000,16562.5,sold,Petrol,Manual,25.1,N/A
259,Maruti,800 AC,2002,65000,62500.0,sold,Petrol,Manual,24.0,N/A
260,Maruti,Vitara Brezza LDi Option,2017,685000,45000.0,sold,Diesel,Manual,29.8,N/A
261,Honda,Jazz S,2009,300000,31250.0,in stock,Petrol,Manual,20.3,N/A
262,Hyundai,i20 1.4 Sportz,2017,680000,27500.0,in stock,Diesel,Manual,22.4,N/A
263,Maruti,Ertiga SHVS ZDI Plus,2017,1000000,37500.0,sold,Diesel,Manual,32.5,N/A
264,Tata,Sumo SE Plus BSIII,2002,100000,75000.0,sold,Diesel,Manual,26.8,N/A
265,Mahindra,Xylo E4,2010,160000,81250.0,in stock,Diesel,Manual,30.0,N/A
266,Maruti,Swift ZDi BSIV,2017,450000,43750.0,in stock,Diesel,Manual,25.2,N/A
267,Maruti,Ertiga VXI,2014,600000,12500.0,sold,Petrol,Manual,22.9,N/A
268,Hyundai,i20 1.4 Magna ABS,2009,180000,37500.0,sold,Diesel,Manual,27.6,N/A
269,Maruti,Alto LXi,2007,100000,121875.0,in stock,Petrol,Manual,30.6,N/A
